0.25	85.5	63.5	79.9	77.7	82.5	82.6
0.50	85.7	61.3	79.2	77.3	82.3	82.6
1.00	85.2	61.0	78.9	76.5	81.8	82.3
2.00	86.0	59.4	78.5	76.4	81.9	81.8
