1	1	75.1	60.1	76.2	70.1	75.6	74.2
1	2	80.0	52.6	74.0	70.3	76.8	73.6
1	3	82.3	45.9	71.9	69.2	76.7	73.0
2	1	77.9	59.8	76.4	71.6	77.1	75.6
2	2	80.0	53.7	74.2	70.6	76.9	74.9
2	3	83.7	49.4	73.3	71.2	78.1	74.8
3	1	78.1	61.5	77.5	72.5	77.7	76.8
3	2	80.6	56.4	75.7	72.1	78.0	76.2
3	3	83.0	52.5	74.5	72.0	78.5	76.1
