DS1,,160,54,96,88,398,0.71444534742,0.645161290323,0.747663551402,0.692640692641
DS1,,149,16,30,51,246,0.750766928545,0.745,0.90303030303,0.816438356164
DS1,,156,25,50,47,278,0.788859144501,0.768472906404,0.861878453039,0.8125
DS1,,177,22,60,70,329,0.798994974874,0.716599190283,0.889447236181,0.793721973094
DS1,,122,50,95,47,314,0.771618080576,0.721893491124,0.709302325581,0.715542521994
DS1,,133,36,43,79,291,0.680764380638,0.627358490566,0.786982248521,0.698162729659
DS1,,172,35,36,66,309,0.688121625462,0.72268907563,0.830917874396,0.773033707865
DS1,,168,45,64,62,339,0.720582755794,0.730434782609,0.788732394366,0.758465011287
DS1,,163,29,21,55,268,0.598067434211,0.747706422018,0.848958333333,0.79512195122
DS1,,145,23,58,45,271,0.790915395284,0.763157894737,0.863095238095,0.810055865922
