DS1,,170,44,97,87,398,0.736387647298,0.661478599222,0.794392523364,0.72186836518
DS1,,152,13,37,44,246,0.748671904227,0.775510204082,0.921212121212,0.842105263158
DS1,,155,26,55,42,278,0.810901634676,0.786802030457,0.85635359116,0.820105820106
DS1,,186,13,57,73,329,0.838693467337,0.718146718147,0.934673366834,0.812227074236
DS1,,128,44,85,57,314,0.740419259745,0.691891891892,0.744186046512,0.717086834734
DS1,,135,34,54,68,291,0.733048792317,0.665024630542,0.798816568047,0.725806451613
DS1,,167,40,46,56,309,0.723974614,0.748878923767,0.806763285024,0.776744186047
DS1,,159,54,71,55,339,0.715478053506,0.742990654206,0.746478873239,0.744730679157
DS1,,171,21,25,51,268,0.649465460526,0.77027027027,0.890625,0.826086956522
DS1,,148,20,58,45,271,0.787505779011,0.766839378238,0.880952380952,0.819944598338
