CPI-DS,2,216,67,221,70,574,0.840782970869,0.755244755245,0.763250883392,0.759226713533
CPI-DS,2,239,41,180,108,568,0.80091765873,0.688760806916,0.853571428571,0.762360446571
CPI-DS,2,238,71,204,59,572,0.84313435958,0.801346801347,0.770226537217,0.785478547855
CPI-DS,2,228,55,236,73,592,0.868560385148,0.757475083056,0.805653710247,0.780821917808
CPI-DS,2,257,36,166,59,518,0.870307167235,0.813291139241,0.877133105802,0.844006568144
CPI-DS,2,214,80,148,60,502,0.789491758242,0.78102189781,0.727891156463,0.753521126761
CPI-DS,2,235,42,147,69,493,0.860242010964,0.773026315789,0.848375451264,0.808950086059
CPI-DS,2,265,45,176,85,571,0.83762204919,0.757142857143,0.854838709677,0.80303030303
CPI-DS,2,214,81,238,67,600,0.839955543206,0.761565836299,0.725423728814,0.743055555556
CPI-DS,2,224,79,216,51,570,0.857677902622,0.814545454545,0.739273927393,0.77508650519
