0.25	84.8	68.1	79.3	78.0	81.8	84.2
0.50	85.3	66.5	78.7	77.7	81.8	84.2
1.00	84.6	66.7	78.5	77.2	81.3	83.9
2.00	85.6	64.9	77.9	77.2	81.5	83.5
