0.25	84.3	69.0	77.3	77.5	80.5	85.6
0.50	84.1	69.9	77.7	77.8	80.6	85.5
1.00	83.5	70.9	78.1	77.8	80.6	85.4
2.00	83.7	70.2	77.8	77.7	80.6	85.0
