CPI-DS,,232,77,175,86,570,0.775136703493,0.729559748428,0.750809061489,0.740031897927
CPI-DS,,200,83,196,113,592,0.753450661544,0.638977635783,0.706713780919,0.671140939597
CPI-DS,,211,83,134,74,502,0.777488880167,0.740350877193,0.71768707483,0.72884283247
CPI-DS,,213,70,220,71,574,0.829380836157,0.75,0.752650176678,0.751322751323
CPI-DS,,231,49,182,105,567,0.802078148333,0.6875,0.825,0.75
CPI-DS,,228,81,193,70,572,0.807289551725,0.765100671141,0.73786407767,0.751235584843
CPI-DS,,245,50,229,76,600,0.863384273409,0.763239875389,0.830508474576,0.795454545455
CPI-DS,,242,51,150,75,518,0.804489950702,0.763406940063,0.825938566553,0.793442622951
CPI-DS,,209,68,157,59,493,0.830107634711,0.779850746269,0.754512635379,0.766972477064
CPI-DS,,231,72,203,64,570,0.826219700622,0.783050847458,0.762376237624,0.772575250836
