1	1	75.5	74.8	78.9	75.3	77.1	81.9
1	2	82.7	67.3	76.0	75.9	79.1	81.4
1	3	87.4	58.3	72.3	74.4	79.0	80.9
2	1	78.3	75.0	79.6	76.8	78.8	83.6
2	2	84.2	69.0	77.4	77.4	80.5	83.1
2	3	87.6	62.5	74.5	76.4	80.4	82.9
3	1	79.7	74.5	79.6	77.4	79.5	84.0
3	2	84.2	68.6	77.1	77.2	80.4	83.5
3	3	88.6	62.4	74.7	76.9	80.9	83.3
