1	1	75.4	73.9	78.3	74.6	76.6	81.4
1	2	81.8	65.5	74.7	74.4	77.9	80.6
1	3	87.4	56.4	71.5	73.7	78.5	79.9
2	1	78.4	75.3	79.9	76.9	79.0	83.3
2	2	84.5	67.0	76.3	76.7	80.1	82.7
2	3	88.2	59.4	73.1	75.4	79.8	82.3
3	1	79.9	74.6	79.8	77.5	79.7	84.3
3	2	84.2	68.3	76.8	77.0	80.2	83.7
3	3	87.9	60.8	73.6	75.8	80.0	83.2
