0.25	85.0	65.3	77.8	77.0	81.2	84.1
0.50	84.6	65.8	77.9	77.0	81.1	84.1
1.00	84.0	67.0	78.4	77.2	81.1	83.8
2.00	84.2	66.4	78.1	77.0	81.0	83.4
